, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.08,0.6,0.0,0.0,0.02,0.01,0.0,0.32,0.29,0.07,0.0,0.0,0.51
12,0.06,0.0,0.0,0.0,0.17,1.18,0.0,0.0,0.07,0.01,0.0,0.66,0.55,0.07,0.0,0.0,1.07
13,0.17,0.11,0.0,0.0,0.17,1.76,0.0,0.0,0.12,0.01,0.0,1.03,0.75,0.07,0.0,0.04,1.07
14,0.33,0.34,0.0,0.0,0.1,1.73,0.0,0.0,0.16,0.0,0.0,1.05,0.72,0.0,0.0,0.08,0.59
15,0.53,0.65,0.0,0.0,0.0,1.64,0.0,0.0,0.17,0.0,0.0,1.05,0.71,0.0,0.0,0.16,0.05
16,0.68,0.83,0.0,0.0,0.0,1.53,0.0,0.0,0.18,0.0,0.0,1.04,0.75,0.0,0.0,0.19,0.05
17,0.8,1.06,0.0,0.0,0.0,1.33,0.0,0.0,0.16,0.0,0.0,1.05,0.81,0.0,0.0,0.23,0.03
18,0.79,1.16,0.0,0.0,0.0,1.17,0.0,0.0,0.13,0.0,0.0,1.06,0.88,0.0,0.0,0.26,0.0
19,0.8,1.29,0.0,0.0,0.0,1.03,0.0,0.0,0.09,0.0,0.0,1.1,0.92,0.0,0.0,0.33,0.0
20,0.81,1.23,0.0,0.0,0.0,1.04,0.0,0.0,0.09,0.0,0.0,1.14,0.9,0.0,0.0,0.35,0.0
21,0.79,1.18,0.0,0.0,0.0,1.1,0.0,0.0,0.1,0.0,0.0,1.14,0.88,0.0,0.0,0.32,0.0
22,0.76,1.12,0.0,0.0,0.0,1.19,0.0,0.0,0.14,0.0,0.0,1.08,0.81,0.0,0.0,0.2,0.0
23,0.73,1.08,0.0,0.0,0.0,1.22,0.0,0.0,0.18,0.0,0.0,1.03,0.75,0.0,0.0,0.13,0.0
24,0.73,1.05,0.0,0.0,0.0,1.14,0.0,0.0,0.19,0.09,0.0,1.03,0.71,0.0,0.0,0.11,0.0
25,0.7,1.01,0.0,0.0,0.0,1.03,0.0,0.0,0.17,0.18,0.0,1.06,0.7,0.0,0.0,0.16,0.0
26,0.67,0.96,0.0,0.0,0.0,0.98,0.0,0.0,0.14,0.25,0.0,1.09,0.69,0.0,0.0,0.2,0.0
27,0.66,0.99,0.0,0.0,0.0,0.98,0.0,0.0,0.13,0.24,0.0,1.1,0.66,0.0,0.0,0.22,0.0
