, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.08,0.0,0.0,0.28,0.0,0.03,0.0,0.0,0.02,0.21,0.0,0.0,0.09,0.0,0.5
12,0.0,0.0,0.21,0.0,0.0,0.46,0.0,0.12,0.0,0.0,0.02,0.41,0.0,0.0,0.23,0.0,0.97
13,0.0,0.0,0.33,0.0,0.0,0.67,0.0,0.19,0.02,0.0,0.02,0.65,0.0,0.0,0.38,0.0,1.42
14,0.0,0.0,0.39,0.0,0.0,0.56,0.0,0.25,0.04,0.0,0.0,0.66,0.0,0.0,0.43,0.0,1.37
15,0.0,0.0,0.41,0.0,0.0,0.58,0.0,0.24,0.05,0.0,0.0,0.72,0.0,0.0,0.41,0.0,1.34
16,0.0,0.0,0.45,0.0,0.0,0.6,0.0,0.26,0.04,0.0,0.0,0.73,0.0,0.0,0.4,0.0,1.34
17,0.0,0.0,0.45,0.0,0.0,0.63,0.0,0.29,0.03,0.0,0.0,0.72,0.0,0.0,0.38,0.0,1.35
18,0.0,0.0,0.46,0.0,0.0,0.61,0.0,0.3,0.02,0.0,0.0,0.66,0.0,0.0,0.38,0.0,1.38
19,0.0,0.0,0.45,0.0,0.0,0.51,0.0,0.32,0.0,0.0,0.0,0.63,0.0,0.0,0.41,0.0,1.4
20,0.0,0.0,0.45,0.0,0.0,0.5,0.0,0.28,0.0,0.0,0.0,0.66,0.0,0.0,0.33,0.0,1.5
21,0.0,0.0,0.43,0.0,0.0,0.6,0.0,0.26,0.01,0.0,0.0,0.69,0.0,0.0,0.31,0.0,1.63
22,0.0,0.0,0.44,0.0,0.0,0.73,0.0,0.21,0.03,0.0,0.0,0.72,0.0,0.0,0.24,0.0,1.74
23,0.0,0.0,0.41,0.0,0.0,0.74,0.0,0.24,0.03,0.0,0.0,0.77,0.0,0.0,0.3,0.0,1.6
24,0.0,0.0,0.35,0.0,0.0,0.7,0.0,0.28,0.01,0.0,0.0,0.78,0.0,0.0,0.34,0.0,1.37
25,0.0,0.0,0.3,0.0,0.0,0.69,0.0,0.33,0.0,0.0,0.0,0.78,0.0,0.0,0.39,0.0,1.14
26,0.0,0.0,0.29,0.0,0.0,0.71,0.0,0.33,0.0,0.0,0.0,0.78,0.0,0.0,0.42,0.0,1.06
27,0.0,0.0,0.35,0.0,0.02,0.86,0.0,0.26,0.01,0.0,0.0,0.79,0.0,0.0,0.41,0.0,0.91
