, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.03,0.01,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.07,0.37,0.0,0.1,0.0,0.0,0.13
12,0.08,0.06,0.08,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.1,0.75,0.0,0.22,0.0,0.0,0.26
13,0.15,0.08,0.11,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.18,1.13,0.0,0.34,0.0,0.0,0.42
14,0.24,0.14,0.12,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.15,1.13,0.0,0.36,0.0,0.0,0.4
15,0.25,0.19,0.08,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.17,1.14,0.0,0.35,0.0,0.0,0.39
16,0.23,0.19,0.07,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.1,1.17,0.0,0.36,0.0,0.0,0.35
17,0.2,0.11,0.07,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.06,1.16,0.0,0.34,0.0,0.0,0.45
18,0.23,0.03,0.08,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.05,1.17,0.0,0.33,0.0,0.0,0.51
19,0.24,0.01,0.09,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.13,1.18,0.0,0.32,0.0,0.0,0.57
20,0.29,0.01,0.11,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.21,1.19,0.0,0.34,0.0,0.0,0.49
21,0.28,0.0,0.1,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.27,1.19,0.0,0.34,0.0,0.0,0.35
22,0.3,0.0,0.09,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.24,1.17,0.0,0.33,0.0,0.0,0.32
23,0.28,0.01,0.09,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.24,1.18,0.0,0.31,0.0,0.0,0.34
24,0.2,0.01,0.06,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.22,1.16,0.0,0.32,0.0,0.0,0.45
25,0.16,0.02,0.1,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.22,1.15,0.0,0.35,0.0,0.0,0.41
26,0.13,0.02,0.12,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.23,1.17,0.0,0.37,0.0,0.0,0.45
27,0.13,0.02,0.19,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.16,1.19,0.0,0.38,0.0,0.0,0.46
