, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.2,0.0,0.0,0.45,0.0,0.0,0.03,0.23,0.1,0.69,0.18,0.15,0.0,0.08,0.0
12,0.0,0.0,0.41,0.0,0.0,0.97,0.0,0.0,0.08,0.46,0.21,1.36,0.41,0.34,0.0,0.21,0.0
13,0.0,0.0,0.62,0.0,0.0,1.4,0.0,0.0,0.12,0.7,0.36,2.02,0.63,0.58,0.0,0.31,0.0
14,0.0,0.0,0.71,0.0,0.0,1.45,0.0,0.0,0.15,0.72,0.27,1.99,0.66,0.67,0.0,0.37,0.0
15,0.0,0.0,0.77,0.0,0.0,1.39,0.0,0.0,0.15,0.7,0.16,1.97,0.64,0.67,0.0,0.42,0.0
16,0.0,0.0,0.81,0.0,0.0,1.47,0.0,0.0,0.13,0.68,0.01,1.9,0.64,0.66,0.0,0.42,0.0
17,0.0,0.0,0.76,0.0,0.0,1.44,0.0,0.0,0.09,0.63,0.0,1.91,0.66,0.7,0.0,0.39,0.0
18,0.0,0.0,0.76,0.0,0.0,1.41,0.0,0.0,0.09,0.63,0.02,1.9,0.67,0.75,0.0,0.32,0.0
19,0.0,0.0,0.8,0.0,0.0,1.39,0.0,0.0,0.1,0.63,0.04,1.94,0.71,0.75,0.0,0.35,0.0
20,0.0,0.0,0.91,0.0,0.0,1.38,0.0,0.0,0.11,0.61,0.07,1.89,0.72,0.68,0.0,0.39,0.0
21,0.0,0.0,0.93,0.0,0.0,1.41,0.0,0.0,0.11,0.57,0.17,1.85,0.66,0.66,0.0,0.37,0.0
22,0.0,0.0,1.02,0.05,0.0,1.18,0.0,0.0,0.11,0.61,0.22,1.82,0.64,0.55,0.0,0.28,0.43
23,0.0,0.0,1.03,0.24,0.0,0.89,0.0,0.0,0.12,0.65,0.23,1.83,0.6,0.47,0.0,0.2,0.8
24,0.0,0.0,1.16,0.36,0.0,0.68,0.0,0.0,0.11,0.61,0.15,1.84,0.66,0.35,0.0,0.18,1.15
25,0.0,0.0,1.25,0.39,0.0,0.83,0.0,0.0,0.1,0.53,0.13,1.87,0.72,0.32,0.0,0.17,1.04
26,0.0,0.0,1.33,0.2,0.03,1.22,0.0,0.0,0.09,0.5,0.15,1.94,0.83,0.34,0.0,0.27,0.67
27,0.0,0.0,1.36,0.09,0.03,1.52,0.0,0.0,0.1,0.58,0.19,1.93,0.89,0.42,0.0,0.34,0.31
