, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.14,0.0,0.11,0.0,0.28,0.05
12,0.12,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.28,0.0,0.22,0.0,0.56,0.15
13,0.22,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.39,0.0,0.3,0.0,0.82,0.37
14,0.4,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.4,0.0,0.23,0.0,0.88,0.61
15,0.43,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.42,0.0,0.14,0.0,0.9,0.75
16,0.48,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.48,0.0,0.11,0.0,0.93,0.75
17,0.52,0.12,2.21,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.48,0.0,0.12,0.0,0.8,0.67
18,0.55,0.19,2.31,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.42,0.0,0.13,0.0,0.75,0.63
19,0.58,0.2,2.38,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.39,0.0,0.14,0.0,0.71,0.57
20,0.52,0.1,2.39,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.02,0.32,0.0,0.09,0.0,0.79,0.52
21,0.51,0.07,2.35,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.32,0.0,0.06,0.0,0.78,0.49
22,0.48,0.05,2.34,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.05,0.27,0.0,0.02,0.0,0.73,0.51
23,0.48,0.04,2.35,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.03,0.33,0.0,0.02,0.0,0.74,0.49
24,0.48,0.06,2.33,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.32,0.0,0.02,0.0,0.74,0.44
25,0.54,0.1,2.29,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.32,0.0,0.01,0.0,0.8,0.44
26,0.53,0.1,2.2,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.27,0.0,0.0,0.0,0.8,0.45
27,0.52,0.08,2.12,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.26,0.0,0.0,0.0,0.88,0.5
