, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.01,0.15,0.33,0.3,0.0,0.0,0.26,0.2,0.0,0.02,0.25,0.17,0.39,0.18,0.14
12,0.0,0.0,0.05,0.15,0.66,0.62,0.0,0.01,0.52,0.37,0.0,0.07,0.51,0.35,0.77,0.37,0.3
13,0.0,0.0,0.05,0.23,0.94,0.83,0.0,0.01,0.76,0.53,0.01,0.16,0.71,0.54,1.12,0.53,0.36
14,0.0,0.0,0.05,0.12,0.88,0.7,0.0,0.01,0.75,0.46,0.01,0.24,0.67,0.54,1.13,0.54,0.29
15,0.0,0.0,0.03,0.2,0.86,0.55,0.0,0.0,0.75,0.39,0.01,0.26,0.65,0.53,1.11,0.55,0.2
16,0.0,0.0,0.06,0.14,0.9,0.49,0.0,0.0,0.77,0.35,0.0,0.2,0.7,0.51,1.13,0.54,0.2
17,0.0,0.0,0.08,0.18,0.92,0.47,0.0,0.0,0.77,0.32,0.0,0.18,0.74,0.5,1.08,0.49,0.22
18,0.0,0.0,0.07,0.15,0.89,0.48,0.0,0.0,0.77,0.39,0.0,0.2,0.71,0.5,1.09,0.42,0.25
19,0.0,0.0,0.04,0.16,0.89,0.55,0.0,0.0,0.75,0.39,0.0,0.27,0.68,0.5,1.06,0.38,0.23
20,0.0,0.0,0.01,0.11,0.92,0.69,0.0,0.0,0.74,0.4,0.0,0.32,0.67,0.5,1.02,0.39,0.17
21,0.0,0.0,0.0,0.14,0.96,0.79,0.0,0.0,0.74,0.46,0.0,0.32,0.77,0.5,0.96,0.39,0.11
22,0.0,0.0,0.0,0.21,0.99,0.8,0.0,0.0,0.74,0.55,0.0,0.32,0.84,0.52,0.97,0.39,0.07
23,0.0,0.0,0.0,0.28,1.0,0.74,0.0,0.0,0.72,0.58,0.0,0.29,0.92,0.52,0.97,0.34,0.03
24,0.0,0.0,0.0,0.34,1.0,0.71,0.0,0.0,0.69,0.54,0.0,0.28,0.9,0.52,0.94,0.3,0.0
25,0.0,0.0,0.0,0.43,0.99,0.73,0.0,0.0,0.65,0.47,0.0,0.28,0.9,0.49,0.93,0.39,0.0
26,0.0,0.0,0.0,0.45,0.98,0.7,0.0,0.0,0.64,0.41,0.0,0.28,0.8,0.47,0.99,0.41,0.0
27,0.0,0.0,0.0,0.45,0.97,0.65,0.0,0.0,0.64,0.32,0.0,0.28,0.75,0.41,1.05,0.37,0.0
