, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.48,0.53,1.11,0.0,0.13,0.67,0.0,0.27,0.3,0.77,0.06,0.49,0.0,0.0,0.0,0.0,0.0
12,1.05,1.1,2.23,0.0,0.2,1.13,0.0,0.58,0.6,1.55,0.14,0.94,0.0,0.0,0.0,0.0,0.0
13,1.63,1.61,3.39,0.0,0.28,1.62,0.0,0.93,0.91,2.36,0.21,1.38,0.0,0.0,0.0,0.0,0.0
14,1.73,1.56,3.42,0.0,0.25,1.5,0.0,1.02,0.93,2.41,0.2,1.31,0.0,0.0,0.0,0.0,0.0
15,1.74,1.49,3.46,0.0,0.27,1.59,0.0,1.07,0.94,2.46,0.19,1.29,0.0,0.0,0.0,0.0,0.0
16,1.78,1.57,3.52,0.0,0.29,1.68,0.0,1.1,0.94,2.47,0.21,1.32,0.0,0.0,0.0,0.0,0.0
17,1.8,1.67,3.54,0.0,0.29,1.7,0.0,1.11,0.93,2.46,0.23,1.36,0.0,0.0,0.0,0.0,0.0
18,1.83,1.73,3.56,0.0,0.28,1.75,0.0,1.12,0.93,2.45,0.22,1.41,0.0,0.0,0.0,0.0,0.0
19,1.82,1.71,3.53,0.0,0.28,1.79,0.0,1.11,0.92,2.44,0.2,1.42,0.0,0.0,0.0,0.0,0.0
20,1.72,1.66,3.51,0.0,0.26,1.81,0.0,1.09,0.94,2.42,0.16,1.44,0.0,0.0,0.0,0.0,0.0
21,1.61,1.62,3.49,0.0,0.25,1.82,0.0,1.07,0.97,2.39,0.12,1.43,0.0,0.0,0.0,0.0,0.0
22,1.52,1.57,3.48,0.0,0.24,1.79,0.0,1.06,1.0,2.34,0.07,1.44,0.0,0.0,0.0,0.0,0.0
23,1.52,1.55,3.49,0.0,0.26,1.79,0.0,1.06,1.01,2.32,0.06,1.42,0.0,0.0,0.0,0.0,0.0
24,1.46,1.44,3.41,0.0,0.24,1.78,0.0,1.0,1.0,2.38,0.11,1.45,0.0,0.0,0.0,0.0,0.0
25,1.4,1.33,3.33,0.0,0.22,1.8,0.0,0.94,0.98,2.42,0.15,1.46,0.0,0.0,0.0,0.0,0.0
26,1.35,1.25,3.25,0.0,0.21,1.83,0.0,0.89,0.98,2.45,0.2,1.46,0.0,0.0,0.0,0.0,0.0
27,1.35,1.26,3.27,0.0,0.22,1.84,0.0,0.89,0.99,2.43,0.19,1.46,0.0,0.0,0.0,0.0,0.0
