, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.36,0.16,0.03,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.2,0.0,0.0,0.1,0.0,0.0
12,0.69,0.36,0.08,0.0,0.0,0.22,0.0,0.0,0.0,0.26,0.01,0.36,0.0,0.0,0.21,0.0,0.0
13,1.02,0.63,0.11,0.0,0.0,0.49,0.0,0.0,0.0,0.37,0.01,0.53,0.0,0.0,0.32,0.0,0.0
14,1.12,0.71,0.15,0.0,0.0,0.57,0.0,0.0,0.0,0.36,0.02,0.53,0.0,0.02,0.31,0.02,0.0
15,1.23,0.72,0.15,0.0,0.0,0.76,0.0,0.0,0.0,0.45,0.03,0.56,0.0,0.05,0.25,0.02,0.0
16,1.3,0.64,0.2,0.0,0.0,0.78,0.0,0.0,0.0,0.54,0.08,0.59,0.0,0.06,0.18,0.02,0.0
17,1.29,0.65,0.17,0.0,0.0,0.76,0.0,0.0,0.0,0.65,0.07,0.56,0.0,0.09,0.11,0.0,0.0
18,1.26,0.63,0.17,0.0,0.0,0.67,0.0,0.0,0.01,0.68,0.05,0.54,0.0,0.11,0.07,0.0,0.0
19,1.26,0.67,0.11,0.0,0.0,0.68,0.0,0.0,0.01,0.72,0.01,0.53,0.0,0.13,0.05,0.01,0.0
20,1.25,0.73,0.09,0.0,0.0,0.75,0.0,0.0,0.03,0.74,0.02,0.58,0.0,0.13,0.03,0.03,0.0
21,1.3,0.85,0.12,0.07,0.0,0.76,0.0,0.0,0.06,0.75,0.06,0.62,0.0,0.12,0.03,0.09,0.0
22,1.35,0.9,0.14,0.09,0.0,0.75,0.0,0.0,0.08,0.77,0.05,0.62,0.0,0.1,0.0,0.15,0.0
23,1.36,0.85,0.17,0.13,0.0,0.78,0.0,0.0,0.1,0.77,0.06,0.61,0.0,0.08,0.0,0.21,0.0
24,1.33,0.74,0.17,0.14,0.0,0.87,0.0,0.0,0.08,0.77,0.01,0.63,0.0,0.07,0.0,0.18,0.04
25,1.29,0.7,0.23,0.11,0.0,0.89,0.0,0.0,0.08,0.79,0.01,0.68,0.0,0.07,0.01,0.12,0.1
26,1.28,0.63,0.26,0.08,0.0,0.92,0.0,0.0,0.08,0.84,0.0,0.63,0.0,0.05,0.01,0.04,0.16
27,1.24,0.59,0.23,0.0,0.0,0.84,0.0,0.0,0.1,0.91,0.02,0.6,0.0,0.07,0.01,0.01,0.2
