, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.24,0.0,1.04,0.0,0.14,0.12,0.0,0.23,0.07,0.11,0.0,0.29,0.0,0.02,0.01,0.09,0.0
12,0.39,0.0,2.09,0.0,0.29,0.13,0.0,0.47,0.13,0.35,0.02,0.65,0.0,0.02,0.01,0.21,0.0
13,0.39,0.0,3.16,0.0,0.45,0.34,0.0,0.67,0.22,0.68,0.02,0.92,0.0,0.02,0.01,0.39,0.0
14,0.14,0.0,3.21,0.01,0.46,0.45,0.0,0.6,0.29,0.93,0.02,0.89,0.0,0.0,0.0,0.43,0.0
15,0.0,0.0,3.2,0.04,0.49,0.79,0.0,0.63,0.38,0.99,0.0,0.91,0.0,0.07,0.0,0.52,0.0
16,0.0,0.0,3.14,0.04,0.51,0.91,0.0,0.7,0.44,0.86,0.0,1.09,0.0,0.12,0.0,0.59,0.0
17,0.0,0.0,3.15,0.07,0.51,0.9,0.0,0.8,0.48,0.65,0.0,1.26,0.0,0.16,0.0,0.72,0.0
18,0.0,0.0,3.17,0.03,0.48,0.9,0.0,0.72,0.51,0.65,0.01,1.32,0.0,0.14,0.0,0.62,0.0
19,0.0,0.0,3.22,0.03,0.48,0.89,0.0,0.69,0.52,0.74,0.05,1.31,0.0,0.16,0.0,0.6,0.0
20,0.0,0.0,3.17,0.0,0.45,1.0,0.0,0.58,0.46,0.78,0.08,1.31,0.0,0.16,0.0,0.51,0.0
21,0.0,0.0,3.08,0.0,0.37,0.84,0.0,0.57,0.42,0.67,0.2,1.26,0.0,0.16,0.0,0.47,0.0
22,0.0,0.0,2.99,0.0,0.26,0.78,0.0,0.51,0.35,0.68,0.27,1.26,0.0,0.13,0.0,0.24,0.0
23,0.0,0.0,2.95,0.0,0.24,0.62,0.0,0.48,0.35,0.84,0.45,1.14,0.0,0.09,0.0,0.07,0.0
24,0.0,0.0,2.91,0.0,0.25,0.56,0.0,0.42,0.33,0.9,0.47,1.12,0.0,0.11,0.0,0.0,0.0
25,0.0,0.0,2.93,0.0,0.26,0.36,0.0,0.39,0.34,0.85,0.51,1.03,0.0,0.06,0.0,0.0,0.0
26,0.0,0.0,2.98,0.0,0.3,0.36,0.0,0.44,0.32,0.78,0.53,1.03,0.0,0.07,0.0,0.0,0.0
27,0.0,0.0,3.03,0.0,0.32,0.47,0.0,0.47,0.34,0.79,0.59,0.99,0.0,0.04,0.0,0.0,0.0
