, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.47,0.32,0.0,0.11,0.02,0.13,0.0,0.0,0.0,0.29,0.12,0.48,0.0,0.05,0.0,0.07,0.0
12,0.7,0.45,0.0,0.25,0.02,0.18,0.0,0.0,0.0,0.64,0.21,1.02,0.08,0.14,0.0,0.13,0.0
13,0.92,0.51,0.0,0.26,0.02,0.27,0.0,0.0,0.0,0.99,0.29,1.53,0.16,0.23,0.0,0.16,0.0
14,0.63,0.19,0.0,0.29,0.0,0.19,0.0,0.0,0.0,1.06,0.23,1.58,0.22,0.22,0.0,0.12,0.0
15,0.63,0.17,0.0,0.32,0.0,0.19,0.0,0.0,0.0,1.01,0.25,1.6,0.15,0.2,0.0,0.12,0.0
16,0.66,0.2,0.0,0.38,0.01,0.13,0.0,0.0,0.0,0.99,0.26,1.61,0.11,0.18,0.0,0.08,0.0
17,0.78,0.37,0.04,0.39,0.01,0.08,0.0,0.0,0.0,0.99,0.3,1.63,0.05,0.15,0.0,0.05,0.0
18,0.79,0.48,0.05,0.32,0.03,0.11,0.0,0.0,0.0,1.05,0.29,1.62,0.04,0.12,0.0,0.0,0.0
19,0.84,0.57,0.06,0.29,0.01,0.1,0.0,0.0,0.0,1.12,0.29,1.64,0.02,0.07,0.0,0.02,0.0
20,0.85,0.52,0.03,0.19,0.01,0.11,0.0,0.0,0.0,1.15,0.28,1.64,0.02,0.06,0.0,0.05,0.0
21,1.2,0.75,0.01,0.18,0.0,0.03,0.0,0.0,0.0,1.08,0.44,1.61,0.06,0.02,0.0,0.05,0.45
22,1.5,1.06,0.0,0.23,0.0,0.02,0.0,0.0,0.0,1.0,0.52,1.51,0.05,0.01,0.0,0.03,1.2
23,1.73,1.43,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.86,0.59,1.43,0.05,0.0,0.0,0.0,1.78
24,1.67,1.48,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.84,0.51,1.4,0.01,0.0,0.0,0.0,1.82
25,1.45,1.38,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.78,0.52,1.38,0.0,0.0,0.0,0.0,1.53
26,1.21,1.25,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.89,0.49,1.37,0.0,0.0,0.0,0.0,1.24
27,0.86,1.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1.04,0.55,1.35,0.0,0.0,0.0,0.0,0.99
