, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.34,0.74,0.0,0.0,0.0,0.0,0.22,0.0,0.04,0.0,0.31,0.0,0.0,0.01,0.02,0.95
12,0.27,0.86,1.45,0.0,0.0,0.05,0.0,0.47,0.01,0.13,0.0,0.83,0.0,0.0,0.01,0.08,1.88
13,0.61,1.39,2.15,0.0,0.0,0.07,0.0,0.66,0.02,0.17,0.0,1.41,0.0,0.0,0.01,0.18,2.81
14,1.01,1.6,2.14,0.0,0.0,0.13,0.0,0.61,0.03,0.21,0.01,1.67,0.0,0.0,0.0,0.31,2.77
15,1.18,1.69,2.14,0.0,0.0,0.07,0.0,0.55,0.06,0.15,0.01,1.6,0.0,0.0,0.0,0.4,2.69
16,1.27,1.72,2.11,0.0,0.0,0.06,0.0,0.59,0.09,0.22,0.01,1.55,0.0,0.0,0.0,0.45,2.65
17,1.31,1.78,2.05,0.0,0.0,0.0,0.0,0.64,0.12,0.18,0.0,1.49,0.0,0.0,0.0,0.46,2.66
18,1.31,1.75,1.97,0.0,0.0,0.0,0.0,0.63,0.13,0.2,0.0,1.53,0.0,0.0,0.0,0.49,2.69
19,1.28,1.74,1.94,0.0,0.0,0.0,0.0,0.59,0.13,0.16,0.0,1.49,0.0,0.0,0.0,0.52,2.66
20,1.23,1.64,1.94,0.0,0.0,0.0,0.0,0.53,0.13,0.15,0.0,1.49,0.0,0.0,0.0,0.52,2.64
21,1.17,1.64,1.91,0.0,0.0,0.0,0.0,0.58,0.09,0.15,0.01,1.48,0.0,0.0,0.0,0.5,2.6
22,1.21,1.65,1.9,0.0,0.0,0.0,0.0,0.59,0.04,0.17,0.01,1.47,0.0,0.0,0.0,0.49,2.58
23,1.24,1.7,1.89,0.0,0.0,0.0,0.0,0.62,0.03,0.18,0.01,1.48,0.0,0.0,0.0,0.45,2.49
24,1.25,1.68,1.87,0.0,0.0,0.0,0.0,0.58,0.03,0.23,0.0,1.52,0.0,0.0,0.0,0.43,2.5
25,1.25,1.73,1.85,0.0,0.0,0.0,0.0,0.57,0.03,0.17,0.0,1.5,0.0,0.0,0.0,0.37,2.45
26,1.23,1.76,1.83,0.0,0.0,0.0,0.0,0.56,0.03,0.18,0.0,1.47,0.0,0.0,0.0,0.35,2.49
27,1.23,1.8,1.81,0.0,0.0,0.0,0.0,0.57,0.05,0.11,0.03,1.41,0.0,0.0,0.0,0.33,2.47
