, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.14,0.0,0.0,0.27,0.11,0.12,0.0,0.0,0.17,0.13,0.0,0.27,0.23,0.34,0.23
12,0.0,0.0,0.21,0.0,0.0,0.42,0.21,0.26,0.0,0.0,0.34,0.14,0.0,0.47,0.48,0.66,0.47
13,0.0,0.0,0.21,0.02,0.0,0.58,0.21,0.4,0.0,0.0,0.46,0.14,0.0,0.57,0.86,0.95,0.73
14,0.0,0.0,0.06,0.13,0.0,0.6,0.1,0.45,0.0,0.0,0.43,0.02,0.0,0.45,1.0,0.9,0.75
15,0.06,0.0,0.0,0.17,0.0,0.63,0.0,0.42,0.0,0.0,0.38,0.02,0.0,0.39,1.07,0.85,0.73
16,0.06,0.0,0.0,0.17,0.0,0.7,0.0,0.36,0.0,0.0,0.33,0.02,0.0,0.47,0.87,0.92,0.62
17,0.07,0.0,0.04,0.06,0.0,0.53,0.0,0.26,0.0,0.0,0.31,0.02,0.0,0.5,0.77,0.9,0.47
18,0.07,0.0,0.1,0.03,0.0,0.49,0.0,0.17,0.0,0.0,0.29,0.0,0.0,0.51,0.69,1.0,0.42
19,0.13,0.0,0.25,0.0,0.0,0.4,0.0,0.17,0.0,0.0,0.25,0.0,0.0,0.52,0.79,1.03,0.38
20,0.18,0.0,0.35,0.0,0.0,0.41,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.49,0.76,1.17,0.42
21,0.24,0.0,0.49,0.0,0.0,0.45,0.0,0.26,0.0,0.0,0.09,0.0,0.0,0.5,0.69,1.22,0.26
22,0.29,0.0,0.53,0.0,0.0,0.6,0.0,0.27,0.0,0.0,0.17,0.0,0.0,0.47,0.56,1.33,0.2
23,0.33,0.0,0.57,0.0,0.0,0.84,0.0,0.33,0.0,0.0,0.17,0.02,0.0,0.46,0.49,1.33,0.22
24,0.33,0.06,0.55,0.11,0.0,1.04,0.0,0.38,0.0,0.0,0.21,0.04,0.0,0.39,0.49,1.35,0.34
25,0.37,0.27,0.59,0.12,0.0,1.16,0.0,0.46,0.0,0.0,0.15,0.05,0.0,0.34,0.52,1.3,0.32
26,0.51,0.52,0.57,0.12,0.0,1.11,0.0,0.51,0.0,0.0,0.1,0.03,0.0,0.31,0.55,1.37,0.32
27,0.64,0.71,0.56,0.01,0.0,1.04,0.0,0.46,0.0,0.0,0.05,0.01,0.0,0.27,0.51,1.43,0.24
