, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.46,0.0,0.06,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.16,0.0
12,0.91,0.0,0.06,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.02,0.44,0.0
13,1.37,0.0,0.07,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.04,0.72,0.0
14,1.36,0.0,0.01,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.07,0.88,0.0
15,1.36,0.0,0.01,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.07,0.89,0.0
16,1.35,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.08,0.92,0.0
17,1.34,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.08,0.9,0.0
18,1.34,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.07,0.91,0.0
19,1.35,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.06,0.9,0.0
20,1.36,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.07,0.9,0.0
21,1.29,0.04,0.07,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.49,0.23,0.05,0.12,1.17,0.0
22,1.26,0.23,0.18,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.44,0.32,0.1,0.14,1.45,0.0
23,1.32,0.35,0.36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.42,0.47,0.2,0.11,1.78,0.0
24,1.39,0.43,0.41,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.62,0.42,0.33,0.05,1.85,0.0
25,1.42,0.49,0.35,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.77,0.51,0.54,0.0,1.92,0.04
26,1.27,0.6,0.2,0.0,0.0,0.93,0.0,0.0,0.0,0.07,0.0,1.09,0.72,0.86,0.0,1.95,0.04
27,1.14,0.65,0.08,0.0,0.0,0.9,0.0,0.0,0.0,0.32,0.0,1.47,0.95,1.27,0.0,1.97,0.04
